identifier,title,description,issued,modified,landingPage,webService,spatial
http://data1-indygis.opendata.arcgis.com/datasets/9b68beb2303d46339eca71be2a4a6876_3,At-Risk After School Meals Programs,Locations of at-Risk after school meals programs and summer food service programs. Data projection: NAD 1983 State Plane Indiana East FIPS 1301 (US Feet),2017-10-10T13:48:10.000Z,2017-10-10T14:24:19.296Z,http://data1-indygis.opendata.arcgis.com/datasets/9b68beb2303d46339eca71be2a4a6876_3,http://imaps.indy.gov/arcgis/rest/services/OpenData_Infrastructure/MapServer/3,"-86.2725,39.6506,-85.9586,39.9193",http://data1-indygis.opendata.arcgis.com/datasets/9b68beb2303d46339eca71be2a4a6876_3
