identifier,title,description,issued,modified,landingPage,webService,spatial
http://gis-midnr.opendata.arcgis.com/datasets/b1e8b023f10a44fc82f34fc23b7332b9_3,Commercial Forest Hunting Lands (Private Forest Land),"Commercial Forests Open to Hunting includes lands managed by private citizens in agreement with the Michigan Department of Natural Resources that are open to public hunting. Please double check with the appropriate agency for specific rules, regulations, and restrictions.",2017-02-17T21:57:57.000Z,2017-02-17T23:02:39.000Z,http://gis-midnr.opendata.arcgis.com/datasets/b1e8b023f10a44fc82f34fc23b7332b9_3,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrHuntableLands/MapServer/3,"-90.4585,41.7212,-83.1857,47.491",http://gis-midnr.opendata.arcgis.com/datasets/b1e8b023f10a44fc82f34fc23b7332b9_3
