identifier,title,description,issued,modified,landingPage,webService,spatial
http://gis-michigan.opendata.arcgis.com/datasets/84d8830af6254152b1cf30d742c840e4_0,Michigan DNR Forestry Canopy Data,State forest canopy data based on forest inventory.,2017-01-20T16:10:58.000Z,2017-12-26T13:39:52.252Z,http://gis-michigan.opendata.arcgis.com/datasets/84d8830af6254152b1cf30d742c840e4_0,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/open_ForestInventory4/FeatureServer/0,"-89.3964,43.2031,-83.2474,47.4739",http://gis-michigan.opendata.arcgis.com/datasets/84d8830af6254152b1cf30d742c840e4_0
