identifier,title,description,issued,modified,landingPage,webService,spatial
http://public-iowadot.opendata.arcgis.com/datasets/9bce91ba75ea4d83aa0e24b2a3a9089c_0,RAMS - All Routes,"This REST Service contains the following information about all routes in Iowa including Federal, State, County, Municipal, Institutional and Ramp systems.",2017-08-25T19:05:56.000Z,2017-08-25T19:12:29.000Z,http://public-iowadot.opendata.arcgis.com/datasets/9bce91ba75ea4d83aa0e24b2a3a9089c_0,https://gis.iowadot.gov/public/rest/services/RAMS/All_Routes/FeatureServer/0,"-96.6697,40.3572,-90.0861,43.5411",http://public-iowadot.opendata.arcgis.com/datasets/9bce91ba75ea4d83aa0e24b2a3a9089c_0
