portalName,URL
02c-01,https://data.cityofchicago.org/data.json
07c-01,https://data.detroitmi.gov/data.json
04c-03,https://data.baltimorecity.gov/data.json
12b-01,https://datacatalog.cookcountyil.gov/data.json
