identifier,title,description,issued,modified,landingPage
https://datacatalog.cookcountyil.gov/api/views/vjup-q5in,ccgisdata - Cook County Warming Centers,Municipalities around Cook County have opened warming centers for area residents as temperatures start to drop. Residents who need to seek shelter should contact the center first to verify it is open.,2016-12-09,2018-01-10,https://datacatalog.cookcountyil.gov/d/vjup-q5in,https://datacatalog.cookcountyil.gov/api/views/vjup-q5in
