publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
http://gis-baltimore.opendata.arcgis.com/datasets/264fd610e00f46d19b77e98e092489f1_0,Libraries,This dataset contains points representing the locations of the Ecnoch Pratt Free Library neighborhood locations in the city of Baltimore.,2015-07-08T16:15:49.000Z,2017-11-14T21:08:54.494Z,http://gis-baltimore.opendata.arcgis.com/datasets/264fd610e00f46d19b77e98e092489f1_0,https://gis.baltimorecity.gov/egis/rest/services/opengisdata/libraries/MapServer/0,"-76.70107,39.237756,-76.558254,39.359792"
