identifier,title,description,issued,modified,landingPage,webService,spatial
http://data.imap.maryland.gov/datasets/05856e0bb0614dacb914684864af86e2_4,Maryland Police - University Police Stations,"This is a MD iMAP hosted service layer. Find more information at http://imap.maryland.gov.This dataset contains police facilities for Maryland Universities, both 2 and 4 year colleges.Last Updated:?08/21/2017Feature Service Layer Link:http://geodata.md.gov/imap/rest/services/PublicSafety/MD_Police/FeatureServer/4",2016-02-10T20:15:19.000Z,2017-08-21T14:18:52.000Z,http://data.imap.maryland.gov/datasets/05856e0bb0614dacb914684864af86e2_4,http://geodata.md.gov/imap/rest/services/PublicSafety/MD_Police/FeatureServer/4,"-78.9319,38.2099,-75.6083,39.6489",http://data.imap.maryland.gov/datasets/05856e0bb0614dacb914684864af86e2_4
