identifier,title,description,issued,modified,landingPage,webService,spatial
http://data.imap.maryland.gov/datasets/a4347c5049264a6fb471b49ced3dd112_77,Maryland Sport Venues - Weightlifting,"This is a MD iMAP hosted service layer. Find more information at http://imap.maryland.gov.Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Weightlifting.Last Updated: 08/2014Feature Service Layer Link:http://geodata.md.gov/imap/rest/services/Society/MD_SportVenues/FeatureServer/77",2016-02-17T15:30:58.000Z,2017-06-29T19:17:50.018Z,http://data.imap.maryland.gov/datasets/a4347c5049264a6fb471b49ced3dd112_77,http://geodata.md.gov/imap/rest/services/Society/MD_SportVenues/FeatureServer/77,"-76.9405,38.9954,-76.9405,38.9954",http://data.imap.maryland.gov/datasets/a4347c5049264a6fb471b49ced3dd112_77
