publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
http://public-iowadot.opendata.arcgis.com/datasets/600ec1fd5c824bb391b37e3efd40a92a_0,Bridge Points,There is no description available.,2018-02-15T14:58:10.000Z,2018-02-15T16:34:14.051Z,http://public-iowadot.opendata.arcgis.com/datasets/600ec1fd5c824bb391b37e3efd40a92a_0,https://gis.iowadot.gov/public/rest/services/Bridges_Structures/Bridge_Points/FeatureServer/0,"-96.632,40.3858,-90.1639,43.501"
