publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
http://data-carver.opendata.arcgis.com/datasets/99dc289d03414a9e967979504a2cdd25_2,Waconia Zoning Districts,City of Waconia zoning districts.? Zoning Districts are continuously updated with land use changes.? ,2015-03-27T19:30:12.000Z,2018-05-08T15:35:34.000Z,http://data-carver.opendata.arcgis.com/datasets/99dc289d03414a9e967979504a2cdd25_2,https://gis.co.carver.mn.us/arcgis_ca/rest/services/Waconia/Waconia_LandUsePlanning/MapServer/2,"-93.8215,44.823,-93.7554,44.8624"
