portalName,publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
04a-01,http://data.imap.maryland.gov/datasets/e44da49b6a0d4d78b00783e5fdd59184_0,MDOT SHA e-Road Ready (MDOT GIS Data Portal),"e-Road Ready is MDOT SHA's comprehensive electronic guide to major road construction projects across the State of Maryland on State maintained roadways. ?This information is updated daily throughout the roadway construction season during the Spring, Summer and Fall. ?As road projects are completed icons on the map change to show completion status as complete for 60 days. ?Upon 60 days occurring, the project icons turn gray to still show all projects completed during the construction season.MDOT SHA Website",2017-08-02T13:39:11.000Z,2017-12-19T12:39:35.244Z,http://data.imap.maryland.gov/datasets/e44da49b6a0d4d78b00783e5fdd59184_0,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Projects_VIEW/FeatureServer/0,"-79.475,37.995,-75.071,39.722",,
