publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
State of Michigan,"[u'PRD', u'parks', u'prd', u'centennial', u'Parks and recreation', u'crowdsource', u'recreation', u'DNR', u'memories', u'share', u'Park', u'Recreation']",http://gis-michigan.opendata.arcgis.com/datasets/f0daa17b3d174fa395d2c740ecddf5ee_0,Michigan State Park Centennial Data,"Featured in the?Michigan State Park Centennial?story map. Participants submit their stories, then the submissions are reviewed by DNR staff before becoming public, if deemed appropriate. This dataset contains submissions that have passed the DNR review process and are publicly available.",2018-11-07T21:22:41.000Z,2018-11-08T15:20:25.512Z,http://gis-michigan.opendata.arcgis.com/datasets/f0daa17b3d174fa395d2c740ecddf5ee_0,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Michigan_State_Park_Centennial_Data/FeatureServer/0,"-180.0,-90.0,180.0,90.0",http://gis-michigan.opendata.arcgis.com/datasets/f0daa17b3d174fa395d2c740ecddf5ee_0
