publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
City of Indianapolis and Marion County - IndyGIS,"[u'IMPD', u'IMPD BEATS', u'IMPD POLICE BEATS', u'IndyGIS']",http://data1-indygis.opendata.arcgis.com/datasets/fc419b1420bb4fee8fe5b9c4c599bbd0_0,PoliceBeatsJanuary2012,There is no description available.,2018-02-16T20:32:06.000Z,2018-02-16T20:32:09.000Z,http://data1-indygis.opendata.arcgis.com/datasets/fc419b1420bb4fee8fe5b9c4c599bbd0_0,http://imaps.indy.gov/arcgis/rest/services/PoliceBeatsJanuary2012/MapServer/0,"-86.3292,39.6322,-85.9369,39.9279"
