publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
http://data.imap.maryland.gov/datasets/e79554d71f104d499d1fe7177f3059fd_0,MDOT SHA - Road Ready,"Road Ready is MDOT SHA's comprehensive electronic construction brochure to major road construction projects across the State of Maryland on State maintained roadways.? This information is updated daily throughout the roadway construction season during the Spring, Summer and Fall. ?As road projects are completed icons on the map change to show completion status as complete for 60 days. ?Upon 60 days occurring, the project icons turn gray to still show all projects completed during the construction season.MDOT SHA Website",2017-11-13T14:36:22.000Z,2018-02-16T16:43:51.614Z,http://data.imap.maryland.gov/datasets/e79554d71f104d499d1fe7177f3059fd_0,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Projects_eRoad_Ready_View/FeatureServer/0,"-79.635,37.762,-74.911,39.842"
