identifier,title,description,issued,modified,landingPage,webService,spatial
http://maps-semcog.opendata.arcgis.com/datasets/5229b26ded37433aa07f688e2509c839_0,2016 Crash Locations,"Traffic Crashes in Southeast Michigan, 2016",2017-08-02T17:56:24.000Z,2017-08-02T18:01:16.590Z,http://maps-semcog.opendata.arcgis.com/datasets/5229b26ded37433aa07f688e2509c839_0,https://services1.arcgis.com/xUx8EjNc6egUPYWh/arcgis/rest/services/2016_Crash_Locations/FeatureServer/0,"-84.15616270222046,41.71308196436026,-82.41424932970051,43.1827717827032",http://maps-semcog.opendata.arcgis.com/datasets/5229b26ded37433aa07f688e2509c839_0
