portalName,URL
11b-03,https://data-athgis.opendata.arcgis.com/data.json
11b-13,https://data-cuyahoga.opendata.arcgis.com/data.json
11b-17,https://auditor-fca.opendata.arcgis.com/data.json
11b-32,https://data-loraingis.opendata.arcgis.com/data.json
11b-47,https://opendata-senecacountygis.opendata.arcgis.com/data.json
