portalName,URL
02a-02,https://illinoisepaopendata-illinois-epa.opendata.arcgis.com/data.json
12b-02,https://gisdata-dupage.opendata.arcgis.com/data.json
12b-03,https://data-lakecountyil.opendata.arcgis.com/data.json
12b-05,https://data-peoriacountygis.opendata.arcgis.com/data.json

