identifier,title,description,issued,modified,landingPage
https://data.cityofchicago.org/api/views/sz6q-f34c,Street Center Lines (Deprecated August 2016),"OUTDATED. See the current data at https://data.cityofchicago.org/d/6imu-meau --Street center lines in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2017-07-11,2017-07-11,https://data.cityofchicago.org/d/sz6q-f34c,https://data.cityofchicago.org/api/views/sz6q-f34c
