identifier,portalName
http://gis-michigan.opendata.arcgis.com/datasets/7291b3541b244d329762e15f798f4d45_0,06a-01
http://gis-michigan.opendata.arcgis.com/datasets/ce9185c78b77417a8f185a281267ef11_36,06a-01
http://gis-michigan.opendata.arcgis.com/datasets/1e71a854afea41c4ad1aa95b20393d6c_11,06a-01
http://gis-michigan.opendata.arcgis.com/datasets/84626254386246518a43a7a6f1ea2049_12,06a-01
http://gis-michigan.opendata.arcgis.com/datasets/ef46fd744ebf46cd966780ce1913e4db_37,06a-01
