UUID,Identifier,Rights,Provenance,Is Part of,Source,Type,Geometry Type,Format,Bounding Box,Title,Description,Subject,Spatial Coverage,Temporal Coverage,Date Issued,Creator,Publisher,Language,Information page,Thumbnail,Download File,IIIF Server,Esri Rest Service ,Web Map Service,Metadata Link,Tags
88540ce7-ba4b-4f97-90a0-afb5c904bb46,88540ce7-ba4b-4f97-90a0-afb5c904bb46,Public or Restricted,"Minnesota, Maryland, Purdue, Penn State, Ohio, Wisconsin, Iowa, Michigan, Michigan State, Indiana, Illinois, Chicago",Collection Name,uuid,,,,,,,,place keywords as GeoNames formatted text string,Single date or date range; added to item entry page of GeoBlacklight,Publication Date; single year,Any entity to be cited in record,Use publisher of original map,,URL,URL,URL,URL,URL,URL,URL to XML file,"FeatureServer, MapServer, or ImageServer"
