identifier,title,description,issued,modified,landingPage,webService,spatial
http://data.imap.maryland.gov/datasets/774f672b6c09448f85ca37219dbd2ffc_65,Maryland Sport Venues - Swimming,"This is a MD iMAP hosted service layer. Find more information at http://imap.maryland.gov.Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Swimming.Last Updated: 08/2014Feature Service Layer Link:http://geodata.md.gov/imap/rest/services/Society/MD_SportVenues/FeatureServer/65",2016-02-17T15:07:36.000Z,2017-10-24T13:28:04.893Z,http://data.imap.maryland.gov/datasets/774f672b6c09448f85ca37219dbd2ffc_65,http://geodata.md.gov/imap/rest/services/Society/MD_SportVenues/FeatureServer/65,"-79.4496,38.1886,-75.6052,39.696",http://data.imap.maryland.gov/datasets/774f672b6c09448f85ca37219dbd2ffc_65
