publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
MapIT Minneapolis,"[u'Open Data', u' liquor licenses', u' Business Licensing']",http://opendata.minneapolismn.gov/datasets/5042131de56d44749f6e43c0b5738b21_0,On Sale Liquor,There is no description available.,2018-10-09T20:43:09.000Z,2018-10-26T23:46:26.266Z,http://opendata.minneapolismn.gov/datasets/5042131de56d44749f6e43c0b5738b21_0,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/On_Sale_Liquor/FeatureServer/0,"-93.3287374364074,0.0,0.0,45.03871994522696",http://opendata.minneapolismn.gov/datasets/5042131de56d44749f6e43c0b5738b21_0
